route_id,lng_list,lat_list,aoi_list,tod_list,dow,courier_id
1413,"[121.30129, 121.28805, 121.28639, 121.26608, 121.28872, 121.2888, 121.2816, 121.28792]","[30.99802, 30.98293, 30.9865, 30.99212, 30.98803, 30.98941, 31.00123, 30.98305]","[54473, 44759, 44759, 232, 21450, 41483, 50636, 44759]","[3, 3, 3, 3, 3, 3, 3, 3]",2.0,46.0
1414,[121.29605],[30.99075],[25137],[4],2.0,46.0
1415,"[121.29294, 121.296, 121.24925, 121.24581, 121.29597, 121.30137]","[30.99847, 30.99097, 31.00099, 31.00019, 31.00027, 30.99815]","[2307, 25137, 21239, 9113, 600, 54473]","[3, 3, 3, 3, 3, 3]",3.0,46.0
1416,"[121.27584, 121.27705, 121.25624, 121.25669, 121.27567, 121.30123, 121.28484]","[30.95361, 31.00081, 30.98138, 31.0051, 30.90988, 30.99763, 30.99226]","[27860, 58683, 54199, 4513, 49660, 54473, 41483]","[3, 3, 3, 4, 5, 5, 5]",3.0,46.0
1417,"[121.28782, 121.2898, 121.29672, 121.2886, 121.25177, 121.29289, 121.30027, 121.29392, 121.29737, 121.29262, 121.29296]","[30.99931, 30.98905, 30.9797, 30.99002, 31.00448, 30.99837, 30.9976, 30.9939, 30.99102, 30.98911, 30.98471]","[32168, 60127, 53219, 41483, 13213, 2307, 54473, 25137, 25137, 60127, 25137]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",4.0,46.0
1418,"[121.23723, 121.29321, 121.26767, 121.46625, 121.31738]","[31.00492, 31.00008, 30.95599, 31.29154, 30.95137]","[40252, 30293, 11794, 25042, 52146]","[4, 5, 5, 5, 5]",4.0,46.0
1419,"[121.23697, 121.30108, 121.30389, 121.30092, 121.30924, 121.30527, 121.25306, 121.2913, 121.28567, 121.30223, 121.30129]","[31.00488, 30.97539, 30.96893, 30.97543, 30.97137, 30.99365, 30.98472, 30.99923, 30.9853, 30.99828, 30.998]","[40252, 46108, 1069, 46108, 30876, 53255, 53683, 33965, 44759, 54473, 54473]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",5.0,46.0
1420,"[121.24458, 121.28508, 121.26785, 121.24455, 121.27929, 121.27554, 121.27829, 121.31367, 121.32019]","[31.00084, 30.9993, 31.00475, 31.0009, 30.98584, 30.98758, 30.99928, 30.9413, 31.01167]","[7616, 32168, 6689, 7616, 2785, 52719, 43366, 42474, 13987]","[4, 4, 4, 4, 5, 5, 5, 5, 5]",5.0,46.0
1421,"[121.28298, 121.29133, 121.29404, 121.28995, 121.29064, 121.29407, 121.28627, 121.28712, 121.28757]","[30.99635, 30.99934, 31.00155, 30.99184, 30.98778, 31.00157, 30.98621, 30.99604, 30.99225]","[34164, 33965, 19840, 16282, 35972, 19840, 44759, 34164, 41483]","[3, 3, 3, 3, 3, 3, 3, 3, 3]",6.0,46.0
1422,"[121.25814, 121.31791, 121.29273]","[30.92991, 30.94902, 30.9335]","[16430, 42370, 632]","[5, 5, 5]",6.0,46.0
1423,"[121.28997, 121.30138, 121.29429, 121.24321, 121.29621, 121.29248, 121.29061, 121.32648]","[31.00115, 30.99791, 31.00009, 31.00197, 30.9953, 30.98759, 30.98816, 30.95052]","[33965, 54473, 31263, 28704, 25137, 60127, 35972, 33867]","[3, 3, 3, 3, 3, 3, 3, 3]",0.0,46.0
1424,"[121.28994, 121.28724, 121.28191, 121.23731, 121.28305, 121.31656, 121.31364, 121.27327, 121.31688, 121.2764, 121.3171, 121.31545, 121.31737]","[30.99185, 30.99593, 31.00159, 31.00216, 30.99616, 31.00695, 30.94041, 30.93836, 31.00931, 30.99005, 30.95469, 30.95247, 30.95204]","[16282, 34164, 50636, 29446, 34164, 40264, 42474, 44418, 50940, 38656, 20558, 52146, 52146]","[3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 5, 5]",0.0,46.0
1425,"[121.2925, 121.29655, 121.29271, 121.28795, 121.28647, 121.30218, 121.30126, 121.28951, 121.33051, 121.24376, 121.29138, 121.28152]","[30.98757, 30.97625, 30.97966, 30.98297, 30.98497, 30.99887, 30.99764, 30.98871, 30.95054, 31.00057, 30.99927, 30.99816]","[60127, 57173, 28387, 44759, 44759, 54473, 54473, 60127, 39406, 30223, 33965, 50636]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,46.0
1426,"[121.24926, 121.28597, 121.29378, 121.26399, 121.25829, 121.32129, 121.33101, 121.27613, 121.31221, 121.39182, 121.31255]","[31.00086, 30.98544, 30.99448, 30.94792, 30.94445, 31.00796, 30.96236, 30.99712, 30.95366, 31.37506, 30.95541]","[21239, 44759, 25137, 60068, 31644, 13987, 1103, 44667, 38650, 45816, 20558]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",1.0,46.0
1427,"[121.24298, 121.30215, 121.30004, 121.29467, 121.28765, 121.28615, 121.28773]","[31.00222, 30.99835, 30.98481, 30.99017, 30.98319, 30.98617, 30.99933]","[28704, 54473, 47384, 25137, 44759, 44759, 32168]","[3, 3, 3, 3, 3, 3, 3]",2.0,46.0
1428,"[121.3131, 121.3176, 121.28471, 121.31739]","[30.94145, 30.9477, 30.99225, 30.95199]","[42474, 52535, 41483, 52146]","[3, 4, 5, 5]",2.0,46.0
1429,"[121.29278, 121.29139, 121.29124, 121.29895, 121.30138, 121.31284, 121.31049, 121.28839, 121.28638, 121.23856, 121.29253, 121.28622, 121.28507]","[31.00112, 30.99936, 30.99939, 31.00037, 30.99802, 30.99526, 30.99456, 30.99795, 30.98647, 31.00066, 30.98718, 30.98615, 30.99928]","[19584, 33965, 33965, 31263, 54473, 33119, 15961, 34164, 44759, 49951, 60127, 44759, 32168]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,46.0
1430,"[121.29609, 121.28188, 121.28814, 121.28478, 121.26651, 121.26477, 121.30175, 121.31791, 121.3125]","[30.92932, 31.00092, 30.99242, 30.99214, 31.00515, 30.97727, 31.00821, 30.9491, 30.95398]","[51677, 50636, 41483, 41483, 6689, 10341, 6286, 42370, 20558]","[4, 4, 5, 5, 5, 5, 5, 5, 5]",3.0,46.0
1431,"[121.29288, 121.29393, 121.29137, 121.30269, 121.28463, 121.27968, 121.29732, 121.29269, 121.28753, 121.30125, 121.29472]","[31.00126, 31.00195, 30.99936, 30.99836, 30.99635, 30.98433, 30.99108, 30.9892, 30.98319, 30.99798, 30.9902]","[19584, 19840, 33965, 54473, 34164, 2785, 25137, 60127, 44759, 54473, 25137]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",4.0,46.0
1432,"[121.28745, 121.31798, 121.31196]","[30.99232, 30.94905, 30.94851]","[41483, 42370, 36211]","[5, 5, 5]",4.0,46.0
1433,"[121.29287, 121.29271, 121.29243, 121.30147, 121.30131, 121.29139, 121.28888]","[30.99849, 30.98918, 30.98764, 30.99899, 30.99809, 30.9934, 30.9886]","[2307, 60127, 60127, 54473, 54473, 16282, 21450]","[3, 3, 3, 3, 3, 3, 3]",5.0,46.0
1434,"[121.28485, 121.28827, 121.28652, 121.31641, 121.25832, 121.25635, 121.31722]","[30.99213, 30.99252, 30.99178, 31.00694, 30.98566, 30.98136, 30.9514]","[41483, 41483, 41483, 40264, 51875, 54199, 52146]","[4, 4, 4, 5, 5, 5, 5]",5.0,46.0
1435,"[121.28734, 121.29243, 121.29401]","[31.0001, 31.00143, 31.00159]","[32168, 19584, 19840]","[3, 3, 3]",6.0,46.0
1436,"[121.28466, 121.28641, 121.29058, 121.25666, 121.29441, 121.26932, 121.26587, 121.31161]","[30.99635, 30.98504, 30.98748, 31.01061, 30.99151, 30.99932, 30.98997, 30.95201]","[34164, 44759, 35972, 52942, 25137, 30521, 9358, 38650]","[3, 3, 3, 3, 3, 4, 4, 5]",6.0,46.0
1437,[121.2566],[31.01073],[52942],[4],0.0,46.0
3149,"[121.39966, 121.40344, 121.4003, 121.4048, 121.40629, 121.4063, 121.40602, 121.4048, 121.40818]","[31.26004, 31.26104, 31.26078, 31.26105, 31.26092, 31.26095, 31.25973, 31.26103, 31.26076]","[25958, 2210, 53676, 36855, 14830, 14830, 27922, 36855, 25160]","[3, 3, 3, 3, 3, 3, 3, 3, 3]",5.0,121.0
3150,"[121.40139, 121.40242]","[31.26115, 31.25991]","[53676, 23607]","[3, 3]",5.0,121.0
3151,"[121.39974, 121.40598]","[31.25999, 31.25961]","[25958, 27922]","[3, 3]",6.0,121.0
3152,"[121.4065, 121.40514, 121.40371, 121.40256, 121.40356, 121.40248, 121.40328, 121.40024, 121.40173]","[31.26057, 31.26117, 31.26058, 31.2611, 31.2611, 31.2598, 31.26067, 31.26076, 31.25993]","[27922, 36855, 53676, 53676, 2210, 23607, 53676, 53676, 54246]","[3, 3, 3, 3, 3, 3, 4, 4, 4]",6.0,121.0
3153,[121.39938],[31.25991],[25958],[3],0.0,121.0
3154,"[121.40211, 121.40326, 121.4065, 121.40036]","[31.26072, 31.26084, 31.26042, 31.26075]","[53676, 53676, 27922, 53676]","[4, 4, 4, 4]",0.0,121.0
3155,"[121.40196, 121.40812, 121.40659]","[31.25994, 31.26076, 31.26055]","[54246, 25160, 27922]","[2, 3, 3]",1.0,121.0
3156,"[121.40223, 121.39979, 121.40352, 121.40325]","[31.26019, 31.25992, 31.26094, 31.2612]","[23607, 25958, 53676, 2210]","[3, 3, 3, 4]",1.0,121.0
3157,"[121.40592, 121.4027, 121.4005]","[31.25955, 31.26088, 31.26068]","[27922, 53676, 53676]","[3, 3, 3]",2.0,121.0
3158,"[121.40268, 121.40246, 121.40243]","[31.25964, 31.25984, 31.25735]","[23607, 23607, 40391]","[3, 3, 3]",3.0,121.0
3159,"[121.40563, 121.40654, 121.40656, 121.40601, 121.4067, 121.40512, 121.40605, 121.39988, 121.40217, 121.40311, 121.40023, 121.40042, 121.40043, 121.40188, 121.40365, 121.40752, 121.40346, 121.3998]","[31.26003, 31.25988, 31.25998, 31.26036, 31.26056, 31.26111, 31.25962, 31.26008, 31.26104, 31.26061, 31.26073, 31.26062, 31.26039, 31.26058, 31.2606, 31.26109, 31.26065, 31.26001]","[27922, 27922, 27922, 27922, 27922, 36855, 27922, 25958, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 25160, 53676, 25958]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",3.0,121.0
3160,"[121.40208, 121.40384, 121.40261]","[31.26093, 31.2606, 31.25996]","[53676, 53676, 23607]","[3, 3, 3]",4.0,121.0
3161,"[121.40622, 121.40651]","[31.26036, 31.26046]","[27922, 27922]","[3, 3]",4.0,121.0
3162,"[121.40573, 121.40807, 121.4013, 121.40054]","[31.25966, 31.26067, 31.26082, 31.26055]","[27922, 25160, 53676, 53676]","[2, 3, 3, 3]",5.0,121.0
3163,[121.40099],[31.25969],[54246],[3],6.0,121.0
3164,"[121.3993, 121.40487, 121.40652, 121.40643]","[31.26, 31.26107, 31.25981, 31.26041]","[25958, 36855, 27922, 27922]","[3, 3, 3, 3]",6.0,121.0
3165,"[121.39986, 121.40245, 121.40059, 121.40419, 121.4004, 121.40175]","[31.26009, 31.26153, 31.26012, 31.26242, 31.26059, 31.25953]","[25958, 53676, 53676, 3968, 53676, 54246]","[3, 3, 3, 3, 3, 3]",1.0,121.0
3166,"[121.40603, 121.40454]","[31.25972, 31.26104]","[27922, 36855]","[3, 3]",2.0,121.0
3167,"[121.40195, 121.40079, 121.39962, 121.40376, 121.40186, 121.40248, 121.40648]","[31.26053, 31.26064, 31.25938, 31.26032, 31.26065, 31.25999, 31.25959]","[53676, 53676, 25958, 53676, 53676, 23607, 27922]","[3, 3, 4, 4, 4, 4, 4]",2.0,121.0
3168,"[121.40369, 121.40656]","[31.26055, 31.25946]","[53676, 27922]","[3, 3]",3.0,121.0
3169,"[121.4049, 121.40466, 121.40504, 121.40185, 121.4021, 121.40802, 121.40556, 121.4035, 121.40156]","[31.26096, 31.2616, 31.2595, 31.25958, 31.25935, 31.2607, 31.26145, 31.26112, 31.25958]","[36855, 36855, 27922, 54246, 54246, 25160, 14830, 2210, 54246]","[3, 3, 3, 3, 3, 3, 3, 3, 3]",4.0,121.0
3170,"[121.39972, 121.40295]","[31.25999, 31.26087]","[25958, 53676]","[4, 5]",4.0,121.0
3171,[121.4024],[31.25987],[23607],[3],5.0,121.0
3172,"[121.39999, 121.40843, 121.40328, 121.40139, 121.40024]","[31.25091, 31.26108, 31.26123, 31.26011, 31.26025]","[23465, 25160, 2210, 53676, 53676]","[3, 3, 3, 3, 3]",5.0,121.0
3173,[121.40139],[31.25956],[54246],[4],6.0,121.0
3174,"[121.3991, 121.40417, 121.40324, 121.40536]","[31.26014, 31.26183, 31.26115, 31.26073]","[34289, 3968, 2210, 36855]","[5, 5, 5, 5]",6.0,121.0
3175,[121.4019],[31.25958],[54246],[3],0.0,121.0
3176,"[121.40526, 121.40332, 121.40705, 121.40209]","[31.26122, 31.26111, 31.26109, 31.25999]","[36855, 2210, 14830, 54246]","[3, 3, 4, 5]",0.0,121.0
3177,"[121.40729, 121.40355]","[31.26002, 31.26094]","[27922, 53676]","[3, 3]",1.0,121.0
3178,[121.39818],[31.24731],[38636],[4],1.0,121.0
3179,[121.40455],[31.26093],[36855],[2],2.0,121.0
3180,"[121.40459, 121.40815]","[31.26093, 31.26061]","[36855, 25160]","[4, 4]",2.0,121.0
3181,"[121.40615, 121.40092, 121.40648]","[31.26169, 31.2602, 31.26088]","[5037, 53676, 14830]","[3, 3, 3]",3.0,121.0
3182,"[121.40334, 121.40134, 121.40747, 121.4104]","[31.26115, 31.26113, 31.2547, 31.25295]","[2210, 53676, 54734, 46477]","[3, 3, 3, 5]",3.0,121.0
3183,"[121.40333, 121.40323]","[31.26082, 31.2608]","[53676, 53676]","[3, 3]",4.0,121.0
3184,[121.40812],[31.26068],[25160],[4],4.0,121.0
3185,"[121.39975, 121.40217, 121.40171]","[31.26007, 31.26097, 31.25996]","[25958, 53676, 54246]","[3, 3, 3]",5.0,121.0
3186,"[121.40602, 121.4004, 121.4087, 121.40826]","[31.25989, 31.26026, 31.24317, 31.24424]","[27922, 53676, 15040, 15040]","[3, 4, 4, 4]",5.0,121.0
3187,"[121.40355, 121.40201, 121.40809, 121.39993]","[31.26069, 31.25993, 31.26074, 31.26081]","[53676, 54246, 25160, 25958]","[2, 3, 3, 3]",6.0,121.0
3188,"[121.40037, 121.40337, 121.40538]","[31.26075, 31.2421, 31.24398]","[53676, 15040, 15040]","[3, 4, 4]",6.0,121.0
3189,[121.40373],[31.26061],[53676],[3],0.0,121.0
3190,"[121.40476, 121.40195, 121.40455]","[31.26092, 31.25945, 31.24343]","[36855, 54246, 15040]","[3, 3, 4]",0.0,121.0
3191,"[121.40603, 121.40342, 121.39943]","[31.25984, 31.26113, 31.2593]","[27922, 2210, 25958]","[3, 3, 3]",1.0,121.0
3192,"[121.40233, 121.40676, 121.40196]","[31.25984, 31.26103, 31.26083]","[23607, 14830, 53676]","[3, 4, 4]",1.0,121.0
3193,"[121.40684, 121.40692, 121.40296, 121.40243]","[31.2599, 31.26189, 31.26119, 31.26142]","[27922, 5037, 53676, 53676]","[3, 3, 3, 3]",2.0,121.0
3194,[121.40258],[31.25994],[23607],[3],2.0,121.0
3195,"[121.40048, 121.40681]","[31.26058, 31.26096]","[53676, 14830]","[3, 3]",3.0,121.0
3196,"[121.40155, 121.39906, 121.3997]","[31.25955, 31.26024, 31.26053]","[54246, 34289, 25958]","[3, 3, 4]",3.0,121.0
3197,"[121.40214, 121.40499, 121.40151]","[31.26065, 31.25947, 31.2613]","[53676, 27922, 53676]","[3, 3, 3]",4.0,121.0
3198,"[121.40389, 121.41622, 121.40297, 121.40053, 121.40287]","[31.26069, 31.2487, 31.26127, 31.26059, 31.2614]","[53676, 53275, 53676, 53676, 2210]","[3, 3, 3, 4, 4]",4.0,121.0
3199,"[121.39987, 121.4014, 121.40156, 121.40185, 121.40437]","[31.26077, 31.26149, 31.26126, 31.25969, 31.26148]","[25958, 53676, 53676, 54246, 36855]","[3, 3, 3, 3, 3]",5.0,121.0
3200,"[121.40137, 121.40812, 121.40208, 121.40228]","[31.25969, 31.26068, 31.25975, 31.25941]","[54246, 25160, 54246, 54246]","[3, 3, 3, 3]",5.0,121.0
3201,"[121.40527, 121.40415, 121.4015, 121.40643, 121.40633, 121.40721]","[31.26126, 31.26194, 31.26135, 31.2608, 31.26109, 31.26007]","[36855, 3968, 53676, 14830, 14830, 27922]","[2, 3, 3, 3, 3, 3]",6.0,121.0
3202,"[121.40419, 121.40698]","[31.26236, 31.26183]","[3968, 5037]","[3, 4]",6.0,121.0
3203,"[121.4081, 121.39995, 121.40272]","[31.26073, 31.26061, 31.26142]","[25160, 25958, 2210]","[3, 3, 3]",0.0,121.0
3204,"[121.40816, 121.40146]","[31.26071, 31.2597]","[25160, 54246]","[5, 5]",0.0,121.0
3205,"[121.40677, 121.40036]","[31.26099, 31.26072]","[14830, 53676]","[3, 3]",1.0,121.0
3206,"[121.40033, 121.4142, 121.40023]","[31.25984, 31.23609, 31.26075]","[53676, 26453, 53676]","[3, 3, 3]",2.0,121.0
3207,"[121.40086, 121.40809, 121.40331]","[31.2486, 31.26066, 31.26116]","[7272, 25160, 2210]","[4, 4, 5]",2.0,121.0
3208,"[121.39957, 121.40234, 121.40186, 121.40487, 121.4032, 121.4065]","[31.25941, 31.25994, 31.26069, 31.26107, 31.26106, 31.25986]","[25958, 23607, 53676, 36855, 53676, 27922]","[3, 3, 3, 3, 3, 4]",3.0,121.0
3209,"[121.40437, 121.40083, 121.40134, 121.4011, 121.40185, 121.4024, 121.40309, 121.40325, 121.40372, 121.40344, 121.40239, 121.40031, 121.40598, 121.40873, 121.40047, 121.3998]","[31.26136, 31.26028, 31.25982, 31.26047, 31.2606, 31.26156, 31.26099, 31.26072, 31.26091, 31.26144, 31.26052, 31.26056, 31.25985, 31.26053, 31.25982, 31.26008]","[36855, 53676, 54246, 53676, 53676, 53676, 53676, 53676, 2210, 2210, 53676, 53676, 27922, 25160, 53676, 25958]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",4.0,121.0
3210,"[121.40045, 121.39963, 121.39975, 121.4019, 121.4003, 121.40199, 121.4006, 121.40026, 121.40355, 121.40331, 121.40265, 121.40657, 121.40811, 121.40195]","[31.25974, 31.26004, 31.25997, 31.26069, 31.26082, 31.26059, 31.26041, 31.26029, 31.26104, 31.26124, 31.26081, 31.26067, 31.26072, 31.25948]","[53676, 25958, 25958, 53676, 53676, 53676, 53676, 53676, 2210, 2210, 53676, 27922, 25160, 54246]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5]",4.0,121.0
3211,"[121.39968, 121.40358, 121.40345, 121.39976, 121.39976, 121.39968, 121.39946, 121.39961, 121.4017, 121.40148, 121.40184, 121.40034, 121.40031, 121.40075, 121.40094, 121.40277, 121.40216]","[31.26006, 31.26116, 31.26143, 31.25992, 31.25996, 31.25986, 31.25937, 31.25985, 31.25965, 31.26094, 31.26061, 31.2608, 31.26064, 31.26026, 31.26017, 31.26075, 31.26121]","[25958, 2210, 2210, 25958, 25958, 25958, 25958, 25958, 54246, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 53676]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",5.0,121.0
3212,"[121.40814, 121.39985, 121.39976, 121.40137, 121.4006, 121.40071, 121.40279, 121.40307, 121.40209, 121.40369, 121.40644, 121.40675, 121.40804]","[31.26065, 31.25944, 31.26008, 31.26087, 31.26045, 31.26015, 31.2614, 31.26099, 31.26039, 31.2613, 31.25983, 31.26148, 31.26066]","[25160, 25958, 25958, 53676, 53676, 53676, 2210, 53676, 53676, 2210, 27922, 5037, 25160]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",5.0,121.0
3213,"[121.40517, 121.40198, 121.40217, 121.4003, 121.40037, 121.40045, 121.40082, 121.40149, 121.39976, 121.39985, 121.40048, 121.39925, 121.39981, 121.40269, 121.40249, 121.40193, 121.40183, 121.40195]","[31.26121, 31.26063, 31.2601, 31.26087, 31.26086, 31.26002, 31.26014, 31.26067, 31.26004, 31.26011, 31.25971, 31.26006, 31.26005, 31.25966, 31.25981, 31.25992, 31.25954, 31.25938]","[36855, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 25958, 25958, 53676, 25958, 25958, 23607, 23607, 54246, 54246, 54246]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",6.0,121.0
3214,"[121.40213, 121.40196, 121.40064, 121.40304, 121.40324, 121.40239, 121.39918, 121.40345, 121.40328, 121.40287]","[31.26035, 31.26089, 31.26042, 31.26103, 31.26066, 31.26043, 31.26019, 31.26055, 31.26117, 31.26143]","[53676, 53676, 53676, 53676, 53676, 53676, 34289, 53676, 2210, 2210]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]",6.0,121.0
3215,"[121.39969, 121.40214, 121.40242, 121.40148, 121.40172, 121.40185, 121.40092, 121.40318, 121.40386, 121.40286, 121.39963, 121.4063, 121.40648]","[31.25986, 31.25972, 31.25999, 31.25948, 31.26106, 31.26061, 31.25989, 31.26062, 31.26038, 31.26144, 31.26002, 31.26104, 31.25996]","[25958, 54246, 23607, 54246, 53676, 53676, 53676, 53676, 53676, 2210, 25958, 14830, 27922]","[2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",0.0,121.0
3216,"[121.40699, 121.40265, 121.40081, 121.4032, 121.40647, 121.4033, 121.40347, 121.4006, 121.40037, 121.40195, 121.40038, 121.39989, 121.39971, 121.40419, 121.40633]","[31.26107, 31.25978, 31.26096, 31.26096, 31.25946, 31.26086, 31.26116, 31.26089, 31.26029, 31.26062, 31.26082, 31.26009, 31.26014, 31.2624, 31.26093]","[14830, 23607, 53676, 53676, 27922, 53676, 2210, 53676, 53676, 53676, 53676, 25958, 25958, 3968, 14830]","[3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5]",0.0,121.0
3217,"[121.40208, 121.40222, 121.40345, 121.40324, 121.40286, 121.40064, 121.40266, 121.40141, 121.39961, 121.39971, 121.39983, 121.4019, 121.40106, 121.40063]","[31.26108, 31.26064, 31.26107, 31.26112, 31.26148, 31.26042, 31.25963, 31.25954, 31.2599, 31.26, 31.26015, 31.26053, 31.26014, 31.25986]","[53676, 53676, 2210, 2210, 2210, 53676, 23607, 54246, 25958, 25958, 25958, 53676, 53676, 53676]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,121.0
3218,"[121.40592, 121.39975, 121.40179, 121.40319, 121.40348, 121.4035, 121.40097, 121.40022, 121.40155, 121.40211, 121.40235, 121.40687, 121.40718]","[31.25976, 31.26052, 31.2611, 31.26091, 31.26108, 31.2611, 31.26018, 31.26078, 31.26065, 31.25948, 31.2602, 31.26172, 31.25991]","[27922, 25958, 53676, 53676, 2210, 2210, 53676, 53676, 53676, 54246, 23607, 5037, 27922]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5]",1.0,121.0
3219,"[121.40212, 121.40243, 121.40059, 121.40345, 121.40309, 121.40383, 121.4016, 121.40231, 121.4013, 121.40208, 121.40245, 121.40237, 121.40081, 121.40198, 121.40181, 121.40022, 121.40026, 121.4005, 121.40127, 121.40147]","[31.26101, 31.26143, 31.26031, 31.26084, 31.26073, 31.26032, 31.25947, 31.25999, 31.26122, 31.25991, 31.25995, 31.25986, 31.26118, 31.26052, 31.2606, 31.26086, 31.26052, 31.26012, 31.26005, 31.2606]","[53676, 53676, 53676, 53676, 53676, 53676, 54246, 23607, 53676, 54246, 23607, 23607, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 53676]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2.0,121.0
3220,"[121.39971, 121.39998, 121.39953, 121.39939, 121.39989, 121.40182, 121.40186, 121.40353, 121.40084, 121.40402, 121.40211, 121.40731, 121.40747, 121.40747, 121.40805, 121.40244, 121.4067]","[31.25988, 31.25945, 31.25948, 31.25956, 31.26011, 31.26102, 31.26103, 31.26109, 31.26019, 31.26231, 31.25909, 31.25573, 31.25476, 31.25423, 31.25582, 31.2598, 31.26056]","[25958, 42053, 25958, 25958, 25958, 53676, 53676, 2210, 53676, 3968, 26920, 54734, 54734, 54734, 54734, 23607, 27922]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",2.0,121.0
3221,"[121.40224, 121.40135, 121.40099, 121.40174]","[31.25946, 31.25954, 31.2597, 31.25983]","[54246, 54246, 54246, 54246]","[3, 3, 3, 3]",3.0,121.0
3222,"[121.39971, 121.39935, 121.40205, 121.4019, 121.40067, 121.40301, 121.40341, 121.40321, 121.40164, 121.40023, 121.40193, 121.40057, 121.40106, 121.4027]","[31.26004, 31.26005, 31.26105, 31.26091, 31.2604, 31.2609, 31.26112, 31.2612, 31.25948, 31.2608, 31.26056, 31.26042, 31.26047, 31.25967]","[25958, 25958, 53676, 53676, 53676, 53676, 2210, 2210, 54246, 53676, 53676, 53676, 53676, 23607]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]",3.0,121.0
3223,"[121.39946, 121.39912, 121.39979, 121.40218, 121.40022, 121.40218, 121.40061, 121.403, 121.40328, 121.40192, 121.40373, 121.40214, 121.40134, 121.40187]","[31.26059, 31.26014, 31.25982, 31.26001, 31.26079, 31.26096, 31.26039, 31.26086, 31.26073, 31.26056, 31.26051, 31.25954, 31.25947, 31.25967]","[25958, 34289, 25958, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 53676, 54246, 54246, 54246]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",4.0,121.0
3224,[121.40699],[31.26184],[5037],[4],4.0,121.0
3225,"[121.39955, 121.39987]","[31.26051, 31.26006]","[25958, 25958]","[3, 3]",5.0,121.0
3226,"[121.40711, 121.40209, 121.40028, 121.4019, 121.40203, 121.40108, 121.40304, 121.4024, 121.40708, 121.40172, 121.40343, 121.40289, 121.40375, 121.40323, 121.40268, 121.40054, 121.40214, 121.40413, 121.40408, 121.40598, 121.40453, 121.40482]","[31.26094, 31.26075, 31.2608, 31.26062, 31.25978, 31.2602, 31.26122, 31.25996, 31.26094, 31.25951, 31.26102, 31.26138, 31.26053, 31.26067, 31.26089, 31.26036, 31.26133, 31.26194, 31.2617, 31.26129, 31.26096, 31.26093]","[27922, 53676, 53676, 53676, 54246, 53676, 53676, 23607, 14830, 54246, 2210, 2210, 53676, 53676, 53676, 53676, 53676, 3968, 3968, 14830, 36855, 36855]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5]",5.0,121.0
3227,"[121.40174, 121.40239, 121.40268, 121.40248, 121.40035, 121.39965, 121.39901]","[31.25962, 31.25996, 31.25971, 31.25736, 31.2598, 31.25998, 31.26011]","[54246, 23607, 23607, 40391, 53676, 25958, 34289]","[3, 3, 3, 3, 3, 3, 3]",6.0,121.0
